#NUM,873
#TIME,UID,dx/dt,dy/dt
#TU=60,
975,283,110,0
976,286,110,0
977,290,-170,-110
978,293,0,70
979,295,-10,-90
980,299,60,130
981,302,-30,40
982,304,-10,-160
983,305,60,-70
984,308,0,-90
985,315,-30,-180
986,320,130,110
987,326,0,110
988,329,0,-150
989,333,0,-220
990,336,-60,-50
991,338,-130,110
992,340,160,140
993,343,-10,-60
994,345,0,-60
995,345,-170,110
996,350,0,100
997,353,0,100
998,353,30,-160
999,358,80,0
1000,363,0,-150
1001,367,90,60
1002,369,0,50
1003,372,-60,-50
1004,375,0,-180
1005,376,-10,-100
1006,378,20,160
1007,382,-100,90
1008,384,40,30
1009,388,0,90
1010,391,0,-190
1011,392,0,-80
1012,396,30,150
1013,400,-10,170
1014,407,-20,-70
1015,409,-170,0
1016,415,-80,-70
1017,421,0,110
1018,426,0,-160
1019,431,50,-60
1020,434,90,0
1021,441,180,-10
1022,443,-120,140
1023,445,0,-90
1024,447,60,-60
1025,451,-120,-10
1026,455,110,0
1027,462,-150,-120
1028,466,-150,120
1029,471,90,0
1030,476,120,-100
1031,481,0,-110
1032,484,0,-70
1033,490,100,10
1034,493,-50,-170
1035,497,10,80
1036,504,0,70
1037,504,30,-90
1038,512,-10,100
1039,516,0,-120
1040,521,-80,-120
1041,525,0,-100
1042,532,50,-110
1043,536,80,60
1044,539,0,-90
1045,542,60,-40
1046,547,0,210
1047,550,0,-90
1048,557,0,-170
1049,558,-80,0
1050,561,50,0
1051,566,0,-140
1052,572,40,-180
1053,574,60,0
1054,580,0,-130
1055,583,-110,-140
1056,590,-10,110
1057,594,0,-140
1058,599,0,-80
1059,599,60,0
1060,602,140,120
1061,603,80,70
1062,603,0,-50
1063,608,-10,-180
1064,611,0,-220
1065,615,10,60
1066,618,120,-10
1067,621,130,-10
1068,622,-60,-50
1069,626,0,170
1070,631,130,-110
1071,636,40,-40
1072,641,30,-140
1073,642,90,10
1074,647,-90,0
1075,655,80,0
1076,660,60,120
